username	main	talk	user	usertalk
Harperdog	4	0	0	1
Hashpv	2	0	1	0
Hasseniqbal192	3	0	1	0
Hativa1	1	0	0	0
Hc888	11	0	117	0
Headstrung	2	0	0	0
Heathd	2	0	0	0
Heather.miller.198	35	1	2	1
Heatwave1981	2	0	0	0
Heavensword	3	0	1	0
HeavierThanAir	7	0	0	0
Heavystones	3	4	2	0
Hegmataaneh	1	0	0	0
Heleneld	1	0	0	0
Helenhaynes	1	0	0	0
Hellomoto1818	4	0	0	0
Helpme reza	2	0	1	0
Henry.tx	5	0	0	0
Henryhabgood	1	0	0	0
Heroedeleyenda7	2	0	0	0
Herpetological	1	0	0	0
Herta Muller	5	0	0	0
Hhjdsjj	1	0	1	1
Hicmet	130	0	2	6
High Altitude Pen & Ink	1	0	0	0
Highlanderhk	4	0	0	0
Highway98	2	0	0	0
Highwaychild177	2	0	0	0
Hirampatel	1	0	0	0
His1ojd	91	2	0	0
Hiskary	1	0	0	0
HistoryBiH	1	0	0	0
Historyforget	2	0	0	0
Hitthat	249	41	11	2
HiveMinðGamma7	11	0	0	0
Hlennard	2	0	0	0
Hlogan57	3	0	0	0
Hls2011	1	0	0	0
Hm164	1	0	0	0
Hmwsacto	7	0	0	0
Hobblewets	2	0	0	0
Hocuspocus46	2	0	0	0
Holmesnmanny	2	0	0	0
Holycrap100	4	0	0	0
Holyfoolishness	2	0	0	0
Honey661	1	0	0	0
Honkalu3	1	0	0	0
Hoosteen5	11	0	2	0
Hornvieh	3	2	0	0
Horny castle 6969	1	0	0	0
Horseshave3legs	2	2	0	0
Hot blooded woman	41	0	0	0
Howardsr	7	0	0	0
Howrealisreal	17	1	1	1
Howt6565665	4	0	0	0
HRSB	1	0	0	0
Hted	3	0	0	0
Htomfields	10	0	0	2
Huarache	2	0	0	0
Huhsunqu	189	12	4	0
Hurcorh	3	0	0	0
Hypathos	8	0	0	0
Hyper Kunoichi	6	0	0	0
I am the man,bro	1	0	0	0
I Love Money - Online Reality	2	0	0	2
Iain martin 59	3	0	0	0
Iainmckendrick	1	0	0	0
Iam.spark55	44	1	2	4
Ian Johnson Publicity	3	0	0	0
Ian.wheeler	2	0	0	0
Ianseballe	1	0	0	0
Iaveina	2	0	0	0
Ibellmd	1	0	0	0
Ibrahim89	1	0	0	0
Iceagesurvivor	9	0	0	0
Iceman14304	2	0	0	0
Iceman361	2	0	2	0
Icetforauditor	1	0	0	0
ICheets	31	25	1	3
Ichigo-go-go	6	2	0	0
Iconman10	1	0	0	0
Icontech	1	0	0	0
Ifreakinshredman	2	0	0	0
Iggleman	2	0	0	0
Ignacio Jugo	2	0	0	0
Ihatepetesandoval	1	0	0	0
Ikikitwitninjas	1	0	0	0
Il Sommo Maestro Clochard	3	0	0	0
Ilbasso	2	0	0	0
Iliyanuhu	1	0	0	0
Iloveghettobooty123	1	0	0	0
Ilovejonasbrothersalways	1	0	0	0
Ilpadrinoinjapan	2	0	0	0
Imachangestuff09	3	0	0	0
Imakjak	7	9	0	0
Imanagemusic	5	0	0	0
Imgonnaneedahacksaw	5	0	0	0
Immers2009	7	0	0	0
ImmoralBard	21	0	0	0
Imonkar	5	0	0	0
Imsafenow	2	0	0	0
ImtiazAA	52	0	3	0
Imzaid	117	0	6	0
Indianchurch	1	0	0	0
IndiaTruth	3	0	0	0
Indochinetn	22	1	1	5
Inevitab13	1	0	0	0
Inkan1969	212	21	0	7
InOrderToCreate	2	0	0	0
InsertAwesomeNameHere	1	0	0	0
International2008	154	7	5	7
InternetFoundation	19	22	2	8
Intruder67	1	0	0	0
Invario	6	0	0	0
InvisibleSun	25	2	0	1
Ipatrol	2658	169	341	1450
Ir5ac	42	2	0	0
Irishballer1001	2	0	0	0
Irishjames2909	19	4	0	2
Irjoan	1	0	0	0
Isaac Rabinovitch	81	23	3	3
Isaba	1	0	0	0
Ishan 373	6	0	0	0
IshmaelMarcos	18	0	0	0
Istarian	1	0	1	0
Itscaitlin	2	0	0	0
Itsmyfriend	1	0	0	0
Itusg15q4user	350	15	2	10
Itzumoh	11	0	0	0
Iwillfollowyou	14	0	0	0
IxK85	382	66	365	12
J6kyll	1	1	3	0
JaanXES	1	0	0	0
Jaasu	43	2	0	0
JACA7XGNR	4	0	0	0
Jacekartye	1	0	0	0
Jackdays	9	0	0	0
Jacksanders947	3	0	0	0
Jackw90	1	0	0	0
Jacob Nathaniel Richardson	7	0	0	0
Jacob.il.chacko	1	0	0	0
Jacobsgay	1	0	0	0
Jadshakira	38	0	0	3
Jagerdalton69	2	0	0	0
Jagjot	3	0	0	7
Jai Sodhi	4	0	0	0
Jake9319	1	0	0	0
Jambomuffin	2	0	2	0
James0025	5	0	0	0
Jamesjeff	1	0	0	0
Jameybb	1	0	0	0
Jamiesons	1	0	0	0
Jamintime	1	0	0	0
Jamrogers	8	0	0	0
Jamshidmo	1	0	0	0
Janewr120	5	0	0	0
Jared llama	6	0	0	0
Jas solita	3	0	0	0
Jasmineroxs11	1	0	0	0
Jason Rees	6330	1518	1468	821
Jasonhamrick	3	0	0	0
Jasonsmc	3	0	0	0
Jasperl09p	2	0	0	0
JassiBacha	18	0	0	0
Jawa	4	0	0	0
Jay30246	6	0	0	0
Jayalders	5	0	0	0
Jayster7	9	0	0	0
Jazzmoth	2	0	1	0
JBDaniels	3	0	0	0
Jc1729aaa	1	0	0	0
Jcaustralia	4	0	0	0
Jdegrandpre	1	0	0	0
Jdnair	1	0	0	0
Jelpy26	2	0	0	0
Jembald	2	0	0	0
Jenkin12345	1	0	0	0
Jenniskens	16	0	0	0
Jeremie	12	2	0	0
Jeremy Sear	4	0	2	1
Jeremyginsberg	2	0	0	0
Jeremypacker1980	5	0	0	0
Jerry Langford	1	0	0	0
Jesse2sing	1	0	0	0
Jesusfleabop	38	0	1	1
Jezthepie	1	0	0	0
JezzyBear	3	0	0	0
Jfadone	3	0	0	0
Jfdzjpr	1	0	0	0
Jfmcel	18	0	0	0
Jhanschmitz	2	0	0	0
Jhewitt	2	0	0	0
Jhow6	1	0	0	0
Jibrandickoo	2	0	0	0
Jid73	1	0	0	0
Jim hoerner	5	0	0	0
Jim Monaghan	7	1	0	0
Jim V	24	0	0	0
Jimjim566	1	0	0	0
JimKroon	1	0	0	0
JimNEPA	8	0	0	0
Jj1dub	1	0	0	0
Jkahn81	4	0	0	0
Jkjkjkjkjkjkjkjkjkjkjkjkjk	3	0	0	0
JKwhatever	1	0	0	0
Jlin17	1	0	0	0
JLW2009	1	0	0	0
Jman861	1	0	0	0
Jmark412	5	0	0	0
Jmik	2	0	0	0
Jmruizhau	1	0	0	0
Joanne4321	5	0	0	0
Joaovictortg	1	0	0	0
Jobbin	15	1	0	0
Joe h parsons	4	0	0	0
JoeDetweiler	18	0	0	0
Joedog193	3	0	0	0
Joegrohens	15	2	315	13
Joelodom	7	0	0	0
Joelpt	2	0	0	0
Joemamamamamamamama	2	0	0	0
Joestein	1	0	0	0
Johannasnothere	2	0	0	0
John bell wiki	8	0	0	0
John Henry Kemp	5	0	0	0
JohnBoy1861	6	0	0	0
Johnelwayrules	38	3	1	9
Johnhmbrooks	1	0	0	0
Johnmoir	8	0	0	0
Johnny5net	1	0	0	0
Johnnyelectron	14	0	0	0
Johnpaullangbroek	3	0	8	4
Johnson.henryw	1	0	0	0
Jokl	53	2	4	1
Jollyjoel	4	0	0	0
Jomarylee	3	0	0	0
Jon.peirce	7	0	1	0
Jonaldinho2004	37	0	0	0
Jonasvox	1	0	0	0
Jonathan329	98	0	22	0
Jonathanchong	1	0	0	0
Jonesgp1996	1	0	0	0
Jontonn	24	0	0	0
Jopept1	21	1	0	0
JoronDaniels	1	0	0	0
Joshgibson01	6	0	0	2
Joshsora	1	0	0	0
JoyceDZ	1	0	0	0
Jpal55	29	1	0	0
Jpeele	1	0	0	0
Jpeob	5	0	1	1
Jper83	14	0	0	0
Jquesen2003	16	0	0	0
Jrdioko	15	0	0	0
Jrh7882	1	0	0	0
Jrnelson	1	0	0	0
Jsdennis	5	0	0	0
Jsedel	3	0	0	0
Jsilf	1	0	0	0
Jsnellgrove	2	0	0	0
Juggalosev	1	0	0	0
Julie Noguez	1	0	0	0
JulietS	1	0	0	0
Jundiqu	2	0	0	0
Justaquickone	1	0	0	0
Justicebork	2	0	0	0
Justin400track	1	0	0	0
JustOneMoreQuestion	1	0	0	5
Jv036	1	0	0	0
Jvreuls	11	0	0	0
Jwd50	2	0	0	0
Jwerbeck	11	0	0	1
Jwhitehead65	22	0	0	0
Jwpoole38	2	0	1	0
JZapp	1	0	0	0
Jzerby	2	0	0	0
Jzme217	2	0	0	0
K.S.H.S 2	1	0	0	1
K4wiki	1	0	0	0
Kaachua03	1	0	0	0
Kaboodler	1	0	0	0
Kagome 40	3	0	0	0
Kaidenet	1	0	0	0
Kain Lupus	1	0	0	0
Kaj27	2	0	0	0
Kalpas	6	0	0	0
Kamal-din	5	2	6	3
Kami68k	5	0	0	0
Kancamagus4	9	0	0	0
Kappy89	1	0	0	0
Karanjitsidhu	1	0	0	0
KarenRichards	2	0	0	0
Karl franz josef	48	8	5	0
Karmos	1	0	0	0
Karubeor	1	0	0	0
Kaschica07	15	0	2	0
KASM	1	0	0	0
Kat0211	186	0	0	0
Katiescorer	3	0	0	0
Kaylanthedj	7	0	0	0
Kblumhardt7	1	0	0	0
Kcculler	6	0	0	0
Kckempf	11	0	0	0
Kdanu	1	0	0	0
Kdr92	2	0	0	0
Keehan12	1	0	1	0
Kelvinds	2	0	0	0
Kem95	5	0	0	0
Kendrale	1	0	0	0
Kennerly93	5	0	0	0
Kenneth Detweiler	1	0	0	0
Kenneth Shabby	100	0	0	0
Kent94579	75	0	0	0
Kenton M	1	0	2	0
Kerkuklu1	1	0	0	0
Kermitmorningstar	13	3	0	0
Kerrynettle	1	0	0	0
Kershawwma	5	3	0	0
Kev rob fess	1	0	0	0
Kevinaztikov	7	0	0	0
Kevinrdonley	4	0	0	0
KewlioMZX	3	0	1	0
Kfjktk	3	0	0	0
Khaliddb	6	0	0	0
Khalil67ma	3	0	0	0
Kiado	1	0	0	0
Kiehtoo	4	0	0	0
Kilbegganperson	4	0	0	0
Kim Bruning	9	37	22	160
King's Roofio	3	0	0	4
King jaun44	2	0	0	0
Kingjustino	1	0	0	0
KingKrabsQueenKrabs22	38	0	0	0
Kingpin4646	10	0	0	0
Kingscott	2	0	0	0
Kiousu	8	0	0	0
Kirankumarbattina	1	0	0	0
Kit Taylor	2	0	0	0
Kittybones	1	0	0	0
Kkkwhitepower4life	2	0	0	0
KLazarus2008	5	0	0	0
Knickford	36	0	3	0
Koenigswarter	1	0	0	0
Koizoomi	21	6	0	0
Koleganator	3	0	0	0
KoreanYanbianKorea	2	1	0	0
Kosmer76	2	0	0	0
Kovan95	5	11	0	0
Kpbpsw	19	0	0	0
Kpolito	5	0	0	0
Kratos001	1	1	0	0
Krisckrafft	1	0	0	0
Krisericson82	2	0	5	0
Krislord 02	1	0	0	0
Ksrpreddy	1	0	0	0
KSUJD	3	0	0	0
Kuangliang	2	0	0	0
Kubacroft	1	0	0	0
Kubaru	77	0	6	0
Kuld	7	1	0	0
Kupok	4	0	2	2
Kurze	94	1	0	0
Kuulani	1	0	0	0
KVillelover	41	1	0	0
Kwchen	1	0	0	0
Kworthington	2	0	0	0
Kyle1520	1	0	0	0
Kylejthompson	7	0	0	0
KyleMIi	7	0	0	0
Kyoungbe2	23	0	0	0
Kyrillos1981	3	0	0	0
Kyubbi	1	0	0	0
L.lindax3	1	0	0	0
Lachycal	3	0	4	0
Lactotripeptide	21	0	0	0
Ladybartylla	3	0	0	0
Ladyhendrix	4	0	0	0
LALAboys	4	0	0	0
Lalo22rp	3	0	0	0
Lamaneru	8	0	0	0
Lampachee	10	0	0	19
Lampchop01	3	2	0	0
Landec	14	0	0	0
Landshark189	14	0	0	0
Lanes26	2	0	0	0
Lapislazouli	1	0	0	0
Larsz81	14	0	1	1
Lathavinod	6	0	0	0
Latimesnystrom	3	0	0	0
Laughandbephat	1	0	0	0
LawHusick	1	0	0	0
Lawrence1995	1	0	0	0
Laxnguard	1	0	0	0
Lazybum098	1	0	0	0
Lbanban	1	0	0	0
Ldelzell	3	0	0	0
Ldubnick74	1	0	0	0
Leaheyk	19	0	0	0
Leandro Guedes	2	0	0	0
Lee810	2	0	0	0
Leeisagenius	1	0	0	0
Leeson House	44	0	1	0
Legionlover	1	0	0	0
Lego6245	2	4	1	1
Legoman55	2	0	0	0
Leguama	3	0	0	0
Lehar	1	0	0	0
Lenius14	1	0	0	0
Leonakselrad	3	0	0	0
Lepidoptera gs	1	0	0	0
Lera.danko	1	0	0	0
LesFrancis	1	0	0	0
Letterman18	2	0	0	0
Lewimel	3	0	0	0
Lezich	3	0	0	0
Lfqm	1	0	0	0
Librarianindex	1	0	0	0
LibStar	4472	219	45	629
Lickapop	2	0	0	0
Lickrosco	8	0	0	0
Lidych	3	0	0	0
Liels	2	0	0	0
Lightjug	1	0	0	0
Lilchimp245	1	0	0	0
Limitless thoughts	1	1	0	0
Lindsay40k	1	0	0	0
Linfudd	2	0	0	0
Link123legendxx	1	0	0	0
Lionbenjamins	18	0	0	1
Lionfishy	3	0	0	0
Lisabarthelemy	2	0	0	0
LissuTati	2	3	0	0
Litteralittera	3	0	0	0
LittleJoe	2	0	1	0
Liukolun	1	0	0	0
Liveyourpassion	1	0	0	0
Lizwagner	3	0	0	0
Ljkrishnan	2	0	0	0
Lkacsh	2	0	0	0
Llilibith	1	0	0	0
Lmccabe1	15	0	0	0
Lmcshane	1	0	0	0
Lmeister	3	4	0	1
Lnsean4	1	0	0	0
Logit09	1	0	0	0
Logoboy95returns	356	2	0	4
Lohit hero1998	3	0	0	0
Loinz-A-Lot	6	0	0	0
Lokasamachar	14	0	0	0
Lomohouse	14	0	0	0
Lonelysocks	9	2	0	0
LoneThunder	4	0	0	0
Looneybin1	1	0	0	0
Lord loss210	6	23	0	1
Lord Wellington	1	0	0	0
Loukianz	4	0	0	0
Love mtl	2	0	0	0
Lovessecretdomain	4	0	1	1
Loveswiki	24	0	0	0
Lovinghunter	1	0	0	0
Luciver	1	0	0	0
Luckygrrrr	18	0	2	2
Luckyliar	1	0	0	0
Ludmila yurina	2	0	0	0
Luigibushman	1	0	0	0
Luis Dantas	57	6	1	0
Luiz c. queiroz	4	0	0	0
LuLuChanel	3	0	0	0
Lund0515	1	0	0	0
Lungkoson	1	0	0	0
Luolimao	18	1	12	0
Lususromulus	460	69	0	23
Lythamsta	22	0	2	0
Lyzzface	2	0	0	1
M turner94	1	0	0	0
M.i.t academy	1	0	0	0
Macariojames	1	0	0	0
Mack4439	4	0	0	0
Maclover201	5	2	0	0
Macman64	1	1	0	0
Macpi5279	4	0	0	0
Mad like madhatter	2	0	0	0
Madcow1995	1	0	0	0
Madelephant	1	0	0	0
Madtophatter	2	0	0	0
MaeseLeon	114	9	0	14
MAFeinman	1	0	0	0
Maheshmurthy1	1	0	0	0
Mahitgar	86	15	3	27
Mahone1	3	1	0	0
Maihleevang	92	0	0	0
Mailtoad	2	0	1	0
Mainaksg	1	0	0	0
Mainfrym	1	0	0	0
Mairoflknife	2	0	0	0
Makuabob	55	26	0	4
Mali-chan	1	0	2	0
Maliatta	1	0	0	0
Malisen	1	0	1	4
Malobita	2	0	0	0
Mama-ganon	4	0	0	4
Mamoond	2	0	1	0
Mangostenmaster	7	2	1	0
Manic Driven	1	0	0	0
Manjural53	4	0	0	0
Manraj (manuk)	3	3	0	0
Manuelferreria	3	0	3	5
Maplealtar	4	1	0	0
Marblandino	3	0	0	0
Marc.lavigne	4	0	0	0
Marcel flaubert	5	1	0	0
Marcmuehleisen	5	0	0	0
MarcoGallotta	1	0	0	0
Marcturi	2	0	0	0
Marcus8888	2	0	0	0
Marista99	1	0	0	0
Mark Wheaver	363	11	177	27
Mark54us	1	0	0	0
Markbruinekreeft	8	0	0	0
Markconan1	8	1	0	0
Markersjohnson	4	0	0	0
Markhh	2340	253	1	48
Markhunter100	9	0	0	0
Markmende	2	0	0	0
Markobr	3	0	0	0
MarkPhilips	25	1	0	0
Markus.rossi	2	0	0	0
Marlon unknown	3	4	0	0
Marlow10	73	0	0	0
Marribidda	1	0	0	0
Marrickt	2	0	0	0
Marschner	119	43	1	17
Martindrive	9	0	0	0
MarxistInternationalist	4	0	0	0
Marxreiter	3	0	0	0
Mary fairy contrary	2	0	0	0
MassDev	6	0	0	0
Masterbeckett	1	0	0	0
Masterwhitedragon	8	0	0	0
Matejamateja	1	0	0	0
Mathis2	1	0	0	0
Mathiscool	3	0	0	0
Mathius123	2	0	0	0
Matlaw666	1	0	0	0
Matrick7	1	0	0	0
Matt Coldren	1	0	0	0
Matt.thomas49	1	0	0	0
Matt86m	4	1	0	0
Matthew Boone	2	0	0	0
Matthewkbaldwin	27	0	0	0
MatthewTaylor3	1	0	0	0
Matthewwhelan	2	0	0	0
Mattle14	1	0	0	0
Mattmatt	2	0	0	0
Matts4819	1	0	0	0
Mavis789	16	0	0	1
MaxiTaxiFullOfPeople	2	0	0	0
Maxximo133	2	0	0	0
Mayank Batra	2	0	0	0
Maybezavtra	7	0	0	0
Mbarkhau	2	0	0	0
Mberaka	17	0	0	0
Mbieker16	25	0	0	0
Mccarthd	21	0	0	0
Mcdonaldn	117	0	0	0
Mcmike94	12	0	0	0
McReall	2	0	0	0
Mdunten	1	0	0	0
Meaghannf	52	0	0	0
MeganCullenX	1	0	0	6
Megashark	8	0	0	0
Megsaint	1	0	0	0
Meh40	12	0	2	1
Mel Lawrence	1	0	0	0
Melis19	1	0	0	0
Melissanormann	3	0	0	0
Melmadissdya	3	0	1	0
Mels18	4	1	0	2
Mememe112	1	0	0	0
Menghow	1	0	0	0
Meo Hav	178	3	3	1
Meredyth	72	0	0	0
Metadaddy	4	1	1	0
Metalmouth647	3	0	0	0
Mewkipian	10	0	0	0
Mfovbkp	1	0	0	0
Mglovesfun	42	9	15	1
MGWsv	4	0	0	0
MH61	2	0	0	0
Mhalpin	2	0	0	0
MHM55	28	0	2	0
Mhmxs	1	0	0	0
Micger	1	0	0	0
Michael484	1	0	0	0
Michellezemi	2	0	0	0
Microphil	8	0	0	0
Midnightpr	1	0	0	0
MidnightStar87	1	0	0	0
Mig93	86	0	0	0
Migs101	15	0	0	0
MIH1406	5	0	0	0
Mikekhan2005	5	0	0	0
Mikesmoore	1	0	0	0
Mikeygator	5	0	0	0
Mikio sato	2	0	0	0
Milestonetaxis	4	0	0	0
MileStretch	1	0	0	0
Milith	3	0	0	0
Miner Frank	1	0	0	0
Minibin	1	0	0	0
Minipunk1000	2	0	0	0
Mintly	1	0	0	0
Mintypastel	1	0	0	0
Mirada1923	105	0	0	0
Misco	1	0	1	0
MissElorraine	1	0	0	0
MissKris1307	75	0	1	1
Misterginsu	1	0	0	0
Mistersimpleton	6	1	0	0
Mitareadehistoriadeldiseño	3	0	0	0
Mitch 755	4	0	0	0
Mix.mac	2	0	0	0
Mkamat	6	1	0	0
Mkierans	3	0	0	0
Mlk3454	1	0	0	0
Mmarost	10	0	0	0
Mmccaul	2	0	0	0
Mmcmcmc	2	0	0	0
Mmh	52	5	3	0
Mmlabbd	2	0	0	0
Mmmickey55	2	0	0	0
Mnetha	2	0	0	0
Mneylon	3	0	1	0
Modesto Montoya	11	0	8	0
Mofranker	12	0	0	0
Mogzieee	4	0	1	1
MohammedX87	8	0	0	0
Mohhhsin	5	0	0	0
Mohomed	3	0	0	0
Mojaverider	12	0	0	0
Mokken	1	0	0	0
MoleyT	48	0	0	0
Molly-mic-butter	5	0	0	0
Molten Epidermis	2	0	0	0
Mom2miracles	2	0	2	0
Mompants	1	0	0	0
Moneycitymaniacs	112	2	0	0
Monica b c reis	1	0	2	0
MonkeyHouse98	1	0	0	0
MonsoonRomancer	2	0	0	0
Montezfrench	1	0	0	0
Montysport94	19	2	0	0
Mookate	5	0	0	0
Moonwolf14	38	0	53	29
Morgan.Peterman	1	0	0	0
Morganel	12	0	0	0
Mosp57	9	0	0	0
Mossgrinder	2	0	0	0
MOSTTech	3	0	0	0
Motopictet	13	0	0	0
Movds	3	0	0	0
Movieresearch	60	0	5	0
Movingimg	6	0	0	0
Mpaoxi	67	0	1	0
Mr Kupo	1	0	0	0
Mr. Degeneration X	1	0	0	0
Mr.J2M3S	14	0	0	0
Mrbill66	9	0	0	0
MrClegg	12	0	0	0
Mrcomeara	19	11	0	0
Mrdsl2217	1	0	0	0
Mreilly12	68	0	0	0
Mrepic58	3	0	11	0
MrFips	2	0	0	0
Mrgulos	1	0	0	0
Mribecky	1	0	0	0
Mrjakegreen	5	0	0	0
MrKaufman	1	0	0	0
Mrlines	3	0	0	0
Mrmacboo	4	0	0	0
Mrman20	1	0	0	0
Mrs GTurner	3	0	0	0
Mrs. Benedict	1	0	0	0
Mrsimcard	5	0	0	0
Ms626ms	2	0	0	0
Mshirey8	1	0	0	0
Msslagathor	1	0	0	0
Mt313	40	0	0	0
Mtnman98	6	0	0	0
Much noise	10	1	1	0
Mudcreekprairie	1	0	0	0
Muir of Ord	7	0	0	0
Mujeebwarsi	1	0	0	0
Mullac2580	1	0	0	0
Multipotential	8	0	0	0
Mungathon	4	0	0	0
Munlax	12	0	0	0
Murphys6	2	0	0	0
Murphyscat	1	0	0	0
Musafir 86	4	0	0	0
Muse415	8	0	4	0
Museless	3	0	0	0
Musicclassical	3	1	0	0
Mvdelnorte	2	0	0	0
My bro died	2	0	1	0
Myke rdb	5	0	0	0
Mykuhl	1	1	0	1
Mylorin	15	0	0	0
Mymilan	1	0	0	0
MyPolokwane	2	0	0	0
Myproject	1	0	0	0
Mywikiuname	3	0	0	0
N2ny2004	2	0	0	0
Naahuellll	5	0	0	0
Nabil.west	5	0	0	0
Nadoroiaan	4	0	0	0
Nadya Kuznetsova	1	0	0	0
NafanjaUa	1	0	0	0
NAFIS SALAAM	3	0	0	0
Naijagirl1999	2	0	0	0
Narcolepticpathos	8	0	0	2
Narusaki666	9	0	0	0
Naryaringoffire	2	0	0	0
Natxosobrado	6	0	0	0
Nav141174	2	0	0	0
Naveen238420	1	0	0	0
Nbutera	3	0	0	0
Necroman1	4	0	0	0
Neeleyjo2	1	0	0	0
NekoNoBasu	2	0	0	0
Nelson coon88	3	0	0	0
Nemotode	1	0	0	0
Nenez Da Champ	5	0	0	0
Neo1ite lg23	3	0	0	0
Neowurkz	2	0	0	0
Nessa5188	1	0	0	0
Netriderceo	6	0	0	0
Network 50	1	0	0	0
Neutron	273	76	18	13
Nevillemowat	5	0	0	0
Newportryan	2	0	1	0
Newsman1865	2	0	0	0
Ngarde	10	0	0	0
Nhasiju	4	0	0	0
NHF09	3	0	0	0
NHSHaringey	3	0	0	0
NiallMichaelDoherty1981	6	0	0	0
NickSCFC	1	0	0	0
Nickwrite	1	2	3	1
Nicmckcha	1	0	0	0
Nicolas Loco Ulloa11	74	0	0	0
NicoleBersani	1	0	0	0
Nife.jp	1	0	1	1
Nihuddy82	1	0	0	0
Nika mardaleishvili	3	0	0	0
NikoBat93	6	0	0	0
Nina.karli	2	0	6	0
Ninety1zx	1	0	0	0
Ninjazrulz	2	0	0	0
Nirmalnishant	2	0	0	0
NjoRaw	2	0	0	0
Njswest	1	0	0	0
Nkcs	11	1	0	3
Nkutaiba	64	0	11	0
Nlopresti	11	0	0	0
Nm3210	2	0	0	0
Noahtrix	2	0	0	0
Noblegent	4	1	0	0
NoExcuses	4	1	0	0
NoFear2009	6	0	0	0
Noguise	1	0	0	0
Nokiababe	1	0	0	0
Nola chick	1	0	0	0
Noleli	1	1	0	0
Noles9399	1	0	0	0
NomisSans	1	0	0	0
Nongdren	3	0	0	0
Noobhunter27	3	0	0	0
Noorfarooqi	3	0	0	2
Norcal44	17	1	0	0
NormanFixesIt	72	1	0	0
Normpotter	33	0	0	0
Northern401	5	0	0	0
Northernmost Star	5	0	0	0
Norwich111	10	0	0	0
Notblackchris	3	0	0	0
November1925	3	4	0	0
Nowheir Apparent	2	0	0	0
Np101	3	0	0	0
Npovshark	283	285	1	50
Nukleon	4	1	0	0
Nusentinsaino	1	0	0	0
NY Lawman	2	0	0	0
O-Ring	1	0	0	0
O&E fan	5	1	0	0
Oakframe	1	0	0	0
Oatkautd	5	0	0	0
Observantcynic	2	1	0	0
Oburger	6	0	0	0
OceaNotion	6	0	0	0
Oceansofcards	1	0	0	0
Ocnn	10	0	0	0
OCTechGuru	16	0	0	0
Odude22	5	0	0	0
Offliner	4290	1183	395	638
Oggmiester	1	0	0	0
Ohaiii	1	0	0	0
Ojames3	1	0	0	0
Okielina	39	0	7	0
Okirke	3	0	0	0
Okudzhavofile	1	2	0	0
Olddavie	1	0	0	0
OldGI1966	1	0	0	0
Omgitsmadonna	9	0	0	0
OmniWikia	10	0	11	0
Omrail	1	0	0	0
Onakoli	2	0	0	0
OneRyt	5	4	3	0
Onjester	1	0	0	0
Onmyounomichi	11	1	1	1
OobadoobaRoBeRt	7	0	0	0
Oochz	1	0	0	0
Ooosmoov	3	0	0	0
Ooswesthoesbes	13	5	0	4
Oprendek	3	0	0	1
Optimusprimeonfire	1	0	0	0
OrbitSoldier	4	0	0	0
Orit Orbach	4	0	0	0
Oscarronaldo37	1	0	0	0
OSERP	1	0	0	0
Osm87	1	0	0	0
Otansimaw	6	1	0	0
Outdoorlife	3	0	0	0
Outsideshot	10	5	0	0
Oxyhydrogen	1	0	0	0
Ozzy1961	7	0	0	0
Pabloo17	1	0	0	0
Pablovp	56	3	0	3
Pacersblack	3	0	0	0
PachoHybskyZbojnik	10	0	0	0
Paddersbra	1	0	0	0
PageyMoon	1	0	0	0
Paguerra	6	1	0	0
Paintball 26	1	0	0	0
Pakiplaya	1	0	0	0
PaleoKaden	24	6	8	0
Pallavishevate	1	0	0	0
Panoulis85	1	0	0	0
Paperguner	2	0	0	0
Parthiv2eng	4	0	0	0
Pat Herold	1	0	0	0
Patamski	7	0	0	0
Patriciaarmstrong	1	0	0	0
Patrickbatl	6	0	0	0
PatrickHAbrahams	2	0	0	0
Pattersonirritator	2	0	0	0
Paul Scelus	3	0	0	3
Paulciszewski	1	0	0	0
Paultaylorsensei	7	0	0	0
Pavelzap	3	0	0	0
Pavlovscat567	3	0	0	0
PeacebewithU	1	0	0	0
Peaceout1231	1	0	0	1
Peanut03	1	0	0	0
Peej1	1	0	0	0
Pelniski	3	0	0	0
Pendelberry	1	0	1	1
Pengdaya	6	0	0	0
Penlady	3	1	0	2
Pennyo	1	0	0	0
Peoplespaces	2	0	0	0
Perelandra21	6	0	0	0
Peteforbes	1	0	0	0
Peter Dole	12	0	0	0
Peter Fennell	1	0	0	0
Peterbx9	16	0	0	0
Peterfarez	6	0	0	0
Peterharris	8	0	0	0
PeterWhittaker	4	0	0	0
Petopia123	1	0	0	0
PhaetonDriver	5	0	0	0
Phantomgunex	1	0	0	0
Phil Last	38	20	2	10
Phil.harmonious	3	2	0	0
PhillyDirector	3	0	0	0
Phillyguy	93	1	0	0
Phillyphil	1	0	0	0
Philsr3	8	2	0	1
Philuby	1	0	0	0
Phmlpn	2	0	0	0
Phone-expert	1	0	0	0
Phpkid	9	0	2	0
Phy4am	1	0	0	0
Pickett17	8	0	0	0
Piedcockatiel	3	0	0	0
Pinch	1	0	0	0
Pistaxo	1	0	0	0
Pjkincaid	1	0	0	0
Pjladley	1	0	0	0
Pjmlbortiz	1	0	0	0
Pjred	54	14	0	7
Pk1223	2	0	0	0
Pkbites	3	0	0	0
Plane 53900	4	0	7	0
Plasterlath	1	1	0	0
Playerpage	30	3	7	0
Pleasant Peter	12	0	0	0
Plowboy14	1	0	0	0
PocketDocket	16	1	0	1
Pocketwatchfiasco	3	0	0	0
Poetseed	1	0	0	0
Pogge	1	0	0	0
PolarisSLBM	3	0	0	0
